상품명,쇼핑몰 상품 ID,네이버쇼핑 상품 ID,광고 계정 이름,광고 계정 ID,결과,결과 유형,결과당 비용,결과당 비용 유형,총비용,노출수,평균 CPM,클릭수,평균 CPC,클릭률(%),총 전환율(%),총 광고수익률(%)
장애인 전용 경차 전용 주차구역 안내 일반차량 주정차 금지 표시 전기차 충전구역 E01,8638890175,86183390497,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
스티커 반려동물 강아지 고양이 공공장소 출입제한 금지 바닥스티커 진입금지 문구 표시 협조 안내 알림 미끄럼방지스티커,8638612805,86183113128,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
70x70mm 스티커 공용물품 문구 원형 부착스티커 도서관 독서실 카페 회사 공공시설 용품 안내 사용후 제자리에 놓아주세요 14ea,8638243347,86182743670,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 빌딩 아파트 주택 단지 주차장 서행 표지판 지정 속도 규정 안내 표시 교통 사고예방 어린이 보호구역 알림 안전거리 유지 직사각형 타입,8637365342,86181865665,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
스티커 도어스윙 바닥스티커 표시 물건 적치 적재 금지 안내 표지 사람 부딪힘 충돌사고 안전예방 조심 알림,8632424417,86176924740,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
주의 표지 야생동물 뱀 곰 고라니 출몰위험지역 야간 산행 금지 경고 말뚝안내판 차량 안전사고 주의 예방 서행 표시 알림 형태타입 안내판(파이프없음),8606452889,86150953212,hana1644,1872088,0,전환,0,전환당,0,215,0,0,0,0.00,0.00,0.00
공공기관 회사 복도내 스마트폰 사용주의 바닥 스티커 보행 충돌 주의 표시 핸드폰 사용금지 문구 안내 좌우확인,8601799989,86146300312,hana1644,1872088,0,전환,0,전환당,0,7,0,0,0,0.00,0.00,0.00
아파트 단지 상업기관 화장실 주차장 엘리베이터 천장형 방향 안내판 표시 공공기관 백화점 아울렛 푸드코너 식당 위치 표지 짧은 타입,8570121723,86114622046,hana1644,1872088,0,전환,0,전환당,0,30,0,0,0,0.00,0.00,0.00
주의 표지 공원용 공원 산책시 야생동물 출현주의 안내판 멧돼지 뱀 출몰 경고 표시 차량 천천히 서행하세요 사고 예방 표지 반사지+포맥스 3T 마름모형 타입 01,8555229210,86099729533,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
소형 A형 입간판 A형 입간판 시설물 미허가 건물 불법 설치 철거안내 표지판 묘지 분묘 이장 요청 PE 표시판 외부인 제한 연고자 신고 소형 노랑 무지,8554862848,86099363171,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
200x130mm 표지판 CCTV 설치안내문 촬영중 표지판 포맥스 확장형 안내판 작동중 녹화중 방범용 표시,8536076528,86080576851,hana1644,1872088,0,전환,0,전환당,0,69,0,0,0,0.00,0.00,0.00
스티커 건물내 오피스텔 아파트 오토바이 자전거 분실 방지 표시 주차스티커 화이트강접시트_가로 1000매,8529651990,86074152313,hana1644,1872088,0,전환,0,전환당,0,17,0,0,0,0.00,0.00,0.00
스티커 주의 표지 오피스텔 빌딩 자전거 도난 방지 주의 주차스티커 오토바이 킥보드 분실 대비 이름표 표시문 유포지_가로 1000매,8529632572,86074132895,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
스티커 스쿠터 오토바이 도난 분실 방지 안내 이름표 자전거 주차스티커 표시 화이트강접시트_확장 1000매,8529605217,86074105540,hana1644,1872088,0,전환,0,전환당,0,23,0,0,0,0.00,0.00,0.00
스티커 오피스텔 빌딩 아파트 자전거 주차스티커 오토바이 스쿠터 도난 방지 이름표 표시 관리 유포지_확장 1000매,8529555402,86074055725,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
스티커 실명제 도난 방지 주차스티커 자전거 오토바이 스쿠터 분실 관리 주차증 화이트강접시트_형태 1000매,8529520656,86074020979,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
스티커 분실 도난 방지 자전거 실명제 주차스티커 아파트 오피스텔 바이크 오토바이 이름표 부착 관리 유포지_형태 1000매,8529507180,86074007503,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
스티커 관리사무소 건물 관리 아파트 자전거 실명제 주차스티커 도난 분실 방지 이름표 화이트강접시트_원형 1000매,8529487682,86073988005,hana1644,1872088,0,전환,0,전환당,0,26,0,0,0,0.00,0.00,0.00
스티커 미사용 자전거 수거 안내 문구 스티커 공공장소 무단 방치시 폐기 처분 표시문 01 50매,8528614667,86073114990,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
스티커 승용차 트럭 자동차 화물차 왕눈이 졸음운전 후미 사고 추돌 방지 예방 반사 스티커 표지 튜닝 반사지 200X200,8528302273,86072802596,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
경비원 산업 안전 근무 수칙 주의 표지판 재난 대비 표시 보호구 착용 대처방안 경고 작업안내 스티커 미화원 건강관리 알림판 400x600mm 화이트시트 G01,8472659062,86017159385,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
300x200mm 표지판 주의 표지 지하주차장 주의사항 안내판 차량 적정 주차간격 유지 타인 피해 금지 표시판 승하차 자동차 표지판,8324953196,85869453519,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
400x150mm 표지판 출입금지 안내 외부인 출입금지 표지판 통제구역 경고 안내판 진입 금지 건물 들어오지 마세요 주의 표시 실사출력,8273625360,85818125683,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 출입금지 안내 외부인 사유지 출입금지 표시 A형 입간판 경찰 신고 안내 건물 무단 침입 과태료 부과 알림 cctv 촬영중 소형 블랙 무지,8162292007,85706792330,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 A형 입간판 드라마 영화 촬영중 A형 입간판 길거리 촬영협조 안내 표지판 소음 방해 금지 소형 블랙 무지,8162096400,85706596723,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 A형 입간판 출입금지 안내 청소중 표지판 관계자외 출입금지 미끄럼주의 미화원 남자 여자 화장실 청소 안내 A형 입간판 잠시 기다려주세요 경고문 소형 블랙 무지,8161970964,85706471287,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주의 표지 수영장 이용 안전 수칙 A형 입간판 물놀이 영업시간 안내 음식물 반입금지 보호자동반 바닥 미끄럼주의 표지판 소형 블랙 무지,8161923038,85706423361,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 신발 벗고 들어오세요 안내 입간판 헬스장 탈의실 입장 출입 협조 A형 출입구 신발장 유도 간판 표지판 소형 블랙 무지,8161796616,85706296939,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 테이크아웃 안내 A형 표지판 모든 메뉴 포장 가능 됩니다 접이식 PE 식당 카운터 TAKEOUT 가게 카페 간판 소형 블랙 무지,8161683481,85706183804,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
표지판 출입금지 안내 관계자외 출입금지 말뚝안내판 접근주의 통제알림 매립식 표시판 들어오지 마세요 표지판 사각 타입 안내판(파이프 미포함),8134186859,85678687182,hana1644,1872088,0,전환,0,전환당,0,8,0,0,0,0.00,0.00,0.00
토지매매 부동산 공인중개사 매립 말뚝 안내판 현위치 개인사유지 무단출입 경작 훼손 금지 팻말 사각 타입 안내판(파이프 미포함),8130498738,85674999061,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
소형 A형 입간판 전기차 전용구역 입간판 A형 일반 차량 접근 충전방해 금지 간판 EV 충전완료 주차자리 이동 안내문 소형 블랙 무지,8130200661,85674700984,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 외부인 출입 진입 금지 A형 간판 만차 주차 공간 입간판 공사중 보행자 접근 위험구간 경고 표지판 소형 블랙 무지,8129905725,85674406048,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
소형 A형 입간판 절대 서행 감속 표지판 차량 사내 제한속도 10km A형 입간판 도로 안전 자동차 운행 일시정지 안내문 소형 블랙 무지,8117938524,85662438847,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
250x150mm 소형 표지판 심폐소생술 재난 안전 교육 순서 표지판 학교 CPR 소방 훈련 체험 안내 표시 가슴압박 인공호흡 구조요청 의식 확인 소형,8101759401,85646259724,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
소형 A형 입간판 오토바이 주차구역 A형 입간판 이륜차 바이크 전용 주차장 표지판 차량 금지 상가 아파트 관리 소형 블랙 무지,8101142290,85645642613,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주의 표지 바닥 미끄럼주의 수영장 수심 안내 입간판 풀장 다이빙금지 입수전 준비운동 A형 표지판 강습중 경계선 중급 고급 레인 레일 소형 블랙 무지,8096218060,85640718383,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
소형 A형 입간판 구두 운동화 수선 전문점 접이식 표지판 수선집 위치 유도 표시 A형 입간판 가게 상가 안내문 소형 블랙 무지,8096094811,85640595134,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 카트 보관소 보관대 안내판 마트 슈퍼 사용후 제자리 표지판 지식산업단지 이용 운반대 위치표시 팻말 01,8090216945,85634717268,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 엘리베이터 점검중 정비중 A형 입간판 관계자외 출입 진입 금지 승강기 이용 안내 PE 표지판 기계 조작 사용 경고 소형 블랙 무지,8090081638,85634581961,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
표지판 전기공사 현장 표지판 건설 허가 발주자 설계자 시공자 감리자 안전관리자 산업안전 공사 표시 과태료 부과 안내판,8079799937,85624300260,hana1644,1872088,0,전환,0,전환당,593,40,14815,1,593,2.50,0.00,0.00
소형 A형 입간판 먼저 인사합니다 서로 배려합니다 늘 감사합니다 배려 A형 입간판 초등학교 복도 도서관 예절 예의 안내판 소형 블랙 무지,8057318136,85601818459,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
고객 전용구역 주차금지 접이식 표지판 차량 주차장 안내 A형 입간판 발렛 파킹 서비스 이용시간 표시판 블랙 단면선택시,8056912396,85601412719,hana1644,1872088,0,전환,0,전환당,0,106,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주의 표지 매장 안내 음료 커피 음식물 반입금지 접이식 표지판 카페 외부음식 불가 경고문 A형 입간판 가게 식당 상가 매장 주의 표시 소형 블랙 무지,8056102184,85600602507,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
소형 A형 입간판 아파트 관리사무소 경비실 무인 택배 보관함 안내판 택배 받는곳 보관소 받습니다 위치 유도 A형 입간판 표지판 CCTV 녹화중 촬영중 소형 블랙 무지,8052371424,85596871747,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
소형 A형 입간판 휠체어 진입로 A형 표지판 입간판 상가 건물 식당 카페 화장실 마크 엘리베이터 표시 장애인전용 안내판 입구 위치 유도 표시 소형 블랙 무지,8051654727,85596155050,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
스티커 주의 표지 지게차 충돌 주의 위험 접근금지 일단정지 경고 산업 안전 수칙 바닥 스티커,8051259518,85595759841,hana1644,1872088,0,전환,0,전환당,0,13,0,0,0,0.00,0.00,0.00
소형 A형 입간판 가게 오픈 시간 안내 A형 입간판 식당 카페 OPEN 영업중 간판 PE 접이식 표지판 어서오세요 소형 블랙 무지,8050556257,85595056580,hana1644,1872088,0,전환,0,전환당,0,68,0,0,0,0.00,0.00,0.00
소형 A형 입간판 매장 안내 매장 출구 안내 간판 A형 안녕히가세요 EXIT 접이식 표지판 카페 식당 나가는곳 위치 유도 상가 건물 관리 소형 블랙 무지,8050400300,85594900623,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
표지판 매장 안내 식당 순번 대기 명단 작성 유도 안내판 음식점 손님 웨이팅 표지판 카페 매장 알람 알림판 01,8046533553,85591033876,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 주의 표지 경사로 미끄럼 주의 위험 구간 지역 표지판 경사면 조심 인라인스케이트 자전거 사고 예방 안내판,8046110189,85590610512,hana1644,1872088,0,전환,0,전환당,513,8,64128,1,513,12.50,0.00,0.00
소형 A형 입간판 현관 입구 위치유도 WELCOME A형 표지판 카페 식당 어서오세요 영업중 간판 상가 가게 위치 유도 표시 소형 블랙 무지,8038724468,85583224791,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 차량 세차중 접이식 표지판 세차장 자동차 위치 유도 표시 빠른 출차 안내문 주유소 A형 간판 잠시만 기다려주세요 소형 블랙 무지,8038299109,85582799432,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주유소 세차 종료 완료 간판 세차장 차량 빠른 출차 안내 A형 접이식 표지판 상가 가게 소형 블랙 무지,8023841548,85568341871,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
소형 A형 입간판 매장 안내 카페 BREAK TIME 브레이크타임 매장 가게 영업 준비 오픈 외출중 안내 접이식 표지판 PE 식당 카페 A형 입간판 쉬는시간 소형 블랙 무지,8021194658,85565694981,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 수변구역 상수원 보호구역 표지판 야영장 취사 캠핑 금지 낚시 수영 출입 금지 산림 자연 환경보호구역 환경계몽 표지판,8016347925,85560848247,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 사진 동영상 촬영 녹화 금지 접이식 A형 입간판 미술관 전시회 보안 불법 장비 탐지중 표지판 화장실 경고 안내문 소형 블랙 무지,8014807061,85559307384,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주의 표지 핸드폰 지갑 분실주의 소지품 확인 표지판 PE 간판 식당 카페 물건 중요물품 챙기세요 경고 A형 접이식 입간판 소형 블랙 무지,8014619526,85559119849,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 A형 입간판 목욕탕 찜질방 영업중 안내 표지판 건물 관리 사우나 시설 완비 출입구 유도 접이식 PE 입간판 A형 소형 블랙 무지,8011679291,85556179613,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 주의 표지 화물용 승강기 안전 수칙 관리 안내판 엘리베이터 사람 조작금지 탑승금지 경고 표지판 조작자 화물취급자 주의사항,8010695048,85555195371,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 A형 입간판 무인항공기 촬영중 안전거리 확보 A형 간판 드론 비행 금지구역 산림방제중 출입 통제 경고 접이식 표지판 소형 블랙 무지,8009567999,85554068322,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 A형 입간판 자동차 교통사고 위험 지역 구역 경고 표지판 뛰지마시오 A형 입간판 뛰어가지마세요 사고예방 차량 서행 출차 도로교통 안전 소형 블랙 무지,8005701163,85550201493,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주의 표지 학교 시험기간 교무실 사무실 출입 제한 접근 금지 불가 A형 입간판 학원 교내 사무실 보안 주의 PE 접이식 표지판 소형 블랙 무지,8005318755,85549819078,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
엘리베이터 층별 위치 표시 미니간판 건물 상가 상호명 안내 표지 승강기 층수 알림 명판 무인세탁소 학원 카페,7937149837,85481650160,hana1644,1872088,0,전환,0,전환당,0,50,0,0,0,0.00,0.00,0.00
스티커 건강한 습관 기초근력 온도 강화 지구 에너지 절감 계단 오르기 학교 가게 빌딩 건강 계단 걷기 스티커,7931263107,85475763429,hana1644,1872088,0,전환,0,전환당,0,10,0,0,0,0.00,0.00,0.00
표지판 주차장 전기차 충전 유의사항 안내판 전기자동차 과충전금지 표지판 감전위험 사고예방 차량 주기적 점검 관리사무소,7900088155,85444588478,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
대형 전기차 충전 유의사항 안내 현수막 대형 전기자동차 주기적 점검 사고 예방 플랜카드 젖은손 감전 위험 경고문 기본 열재단,7893373900,85437874223,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
소형 A형 입간판 CLOSED 금일휴업 표지판 식당 가게 영업시간 안내 정기휴무 접이식 PE 입간판 쉬는날입니다 카페 A형 간판 소형 블랙 무지,7836731905,85381232227,hana1644,1872088,0,전환,0,전환당,0,9,0,0,0,0.00,0.00,0.00
스티커 주의 표지 보행자 자동차 충돌주의 좌우확인 차량주의 경고 표지 도로 교통 안전 신호등 교차로 통행 사고 예방 바닥 스티커,7835394726,85379895048,hana1644,1872088,0,전환,0,전환당,0,14,0,0,0,0.00,0.00,0.00
표지판 주유소 요소수 구매 판매합니다 가능 안내 표지판 디젤 차량 화물차 위치 유도 표시 팻말 재고 확인 판매중,7818716606,85363216928,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 식당 유도 안내판 아침 식사 가능 포장가능 정기휴일 됩니다 표지판 가게 음식점 오픈 영업중 출입문 문패 OPEN 팻말,7814072860,85358573182,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
표지판 매장 안내 식당 번호표 뽑아주세요 발행기 표지판 병원 은행 순번 대기 안내판 매장 카페 대기표 뽑는곳 위치표시 푯말,7813860136,85358360458,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 주의 표지 빙판길 결빙 넘어짐 주의 표지판 겨울철 미끄럼 경고 표시판 눈길 사고 블랙아이스 예방 도로 안전 팻말 안내판,7792505803,85337006124,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
표지판 주의 표지 수도 계량기 동파 주의 방지 표지판 아파트 상가 관리 안내문 한파 경고문 겨울철 배관 보일러 사고 예방 안내판,7790509523,85335009845,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
표지판 150X50mm 매장 안내 식당 테이블 비치품 안내판 음식점 수저 식기 위치표시 알림판 냅킨 앞치마 방향유도 표시 팻말 매장용품 표지판,7736512322,85281012644,hana1644,1872088,0,전환,0,전환당,0,43,0,0,0,0.00,0.00,0.00
표지판 주차단속 유예 안내 표지판 차량 점심시간 불법 주정차 완화 주차 정차 안내판 지역경제 활성화 도로 교통 팻말,7719601851,85264102173,hana1644,1872088,0,전환,0,전환당,0,35,0,0,0,0.00,0.00,0.00
A형 입간판 카페 매장 음식점 식당 영업중 테이크아웃 소형 블랙 무지,7714684573,85259184895,hana1644,1872088,0,전환,0,전환당,0,16,0,0,0,0.00,0.00,0.00
표지판 불법 주정차 단속 과태료 부과 발부 신고 구역 표지판 무단 주차 정차 금지 경고 우회 안내판 도로 교통 안전 표시판,7714311602,85258811924,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
스티커 점검창 스티커 소방 안전 사설사무실 점검구 위치표시 안내문 공사현장 컨테이너 사고예방 감시창 가리지마세요 안전 표지 기본형 01,7713072987,85257573309,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
표지판 300X150mm 아파트 주차장 표지판 차량 위치 유도 팻말 자동차 주차구역 쉽게찾기 방향 안내 표시 핸드폰 촬영 표시판 상가 아파트 건물,7709498759,85253999081,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
스티커 500X50mm 출입금지 안내 옥상 대피 불가 표지 경고 바닥 스티커 소방 안전 출입문 개방주의 화재 피난 유도 사고 예방 출입금지 경고문,7703472176,85247972498,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
600x400mm 표지판 오토바이 지상출입 진입 금지 안내판 아파트 단지내 보행자 사고 예방 배달 택배 통행금지 표지판,7617349589,85161849911,hana1644,1872088,0,전환,0,전환당,0,9,0,0,0,0.00,0.00,0.00
스티커 현관 자석 스티커 노크해주세요 안내판 알림판 화장실 에티켓 표지판 택배 문앞 방문 도어택 포맥스 3T,7569976409,85114476731,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
표지판 역주행 금지 도로 교통 안전 표지판 차량 충돌 추돌 사고 방지 예방 안내판 자동차 경고 위험 팻말 포맥스 3T 직사각형,7569403670,85113903992,hana1644,1872088,0,전환,0,전환당,369,5,73862,1,369,20.00,0.00,0.00
표지판 매장 안내 카운터 입금 계좌 이체 번호 입금 안내판 음식점 매장 계산대 은행명 예금주 매장 데스크 탁상 표지판 뱅킹 간편결제 가로타입,7545582318,85090082640,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
표지판 병원 진료 병원 난동 응급실 폭력 폭행 금지 표지판 간호사 의사 진료방해 위협 경고문 의료진 보호 상해 벌금 처벌 강화 안내판,7545005067,85089505389,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
대형 주의 표지 고드름 낙하 위험 주의 현수막 겨울철 안전사고 사고 예방 대형 플랜카드 접근금지 경고 한파 주의보 기본 열재단,7539741729,85084242051,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 주의 표지 우회전 차량 정지 교차로 끼어들기금지 보행자주의 안내판 자동차 일단멈춤 고휘도 반사 도로 교통 안전 표지판 신호위반 반사지포맥스 세로,7539699193,85084199515,hana1644,1872088,0,전환,0,전환당,0,16,0,0,0,0.00,0.00,0.00
소형 A형 입간판 우측통행 준수 표지 접이식 A형 입간판 보행자 유도 도로 교통 안전 차량 안내 공사중 표지판 소형 노랑 무지,7513793287,85058293609,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
스티커 주의 표지 충돌주의 경고 표지판 밀집 장소 안전 유의 제일 스티커 행사장 인파 질서유지 안내판 공연장 밀지마시오 인구밀집 위험표시 포맥스 3T,7511139709,85055640031,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소화전 분전함 앞 자재 적치금지 반원 스티커 소방 안전 바닥 표시,7505851016,85050351338,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 주의 표지 차량 교차지점 충돌주의 표지판 교통 안전 자동차 서행 교차로 장애물 사고 예방 위험 경고 표지 경고문,7504028714,85048529036,hana1644,1872088,0,전환,0,전환당,0,48,0,0,0,0.00,0.00,0.00
문열림 경고 바닥 미끄럼방지 야광 스티커 550x550mm,7498476232,85042976554,hana1644,1872088,0,전환,0,전환당,0,110,0,0,0,0.00,0.00,0.00
문열림 경고 바닥 미끄럼방지 반원 야광 스티커 700x350mm,7497192465,85041692787,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
대형 주의 표지 경사로 주차 주의사항 안내 현수막 대형 차량 사이드브레이크 벽돌 고임목 설치 접촉사고 예방 플랜카드 기본 열재단,7490934002,85035434324,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
공원용 공원 열매 무단 채취 금지 현수막 불법 임산물 도토리 밤 버섯 나물 꽃 훼손 경고 과태료부과 플랜카드 경고문 기본 열재단,7465901436,85010401758,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
대형 아파트 배관 방수 공사 소음 안내 현수막 대형 엘리베이터 승강기 교체 통행 불편 건물 외벽 균열 보수 공지 플랜카드 기본 열재단,7465413649,85009913971,hana1644,1872088,0,전환,0,전환당,0,17,0,0,0,0.00,0.00,0.00
300x200mm 스티커 주의 표지 택시 버스 운전 기사 상해 폭행금지 경고 스티커 공공장소 난동 폭언 주의 표지 사고 예방 범죄 방지 보호,7459090860,85003591182,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
스티커 200X200mm 외출전 가스밸브 확인하세요 안내 표시 가스레인지 사용 잠김 여부 체크 알림 화재 안전대비 축광스티커,7452365173,84996865495,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
표지판 주의 표지 수영장 안전수칙 표지판 풀장 수심 운영시간 펜션 물놀이 이용 수심 안내 팻말 음식반입 다이빙 금지 미끄럼주의 안내판,7427349882,84971850204,hana1644,1872088,0,전환,0,전환당,0,13,0,0,0,0.00,0.00,0.00
스티커 휴대용 비상 조명등 랜턴 손전등 위치 유도 표지 간이 투척용 소화기 위치 표시 소방 안전 축광 스티커,7420437909,84964938231,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
800x100mm 스티커 주의 표지 신발 벗고 입장 가능 안내 바닥 스티커 표지 식당 가게 음식점 피팅룸 헬스장 출입 협조 요청 주의 경고문 투명스티커,7414162928,84958663250,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
스티커 웨이트존 헬스장 안내 바닥 스티커 트레드밀 런닝머신 정지 위험 사고 올라가세요 표지 휘트니스 안전 경고문 피트니스 센터,7407080374,84951580695,hana1644,1872088,0,전환,0,전환당,0,33,0,0,0,0.00,0.00,0.00
대형 스티커 주차 등록 스티커 발급 안내 플랜카드 아파트 주차장 정비 관리 차량 출입 통제 현수막 대형 기본 열재단,7406604000,84951104323,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
스티커 화살표 방향 표시 바닥 스티커 이동 동선 유도 은행 안내 표지 상가 건물 사무실 관리 화살표 타입,7377002255,84921502576,hana1644,1872088,0,전환,0,전환당,0,10,0,0,0,0.00,0.00,0.00
스티커 200X100mm 주의 표지 이산화탄소 누출 방출 경고 스티커 MSDS 산업 안전 표지 부상 위험 대피 주의,7376323660,84920823982,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
스티커 병원 진료 사무실 안내 유도선 위치 표시 바닥 스티커 순서 입장 안내 화살표 방향 표지 미술관 병원 인포메이션,7370085649,84914585971,hana1644,1872088,0,전환,0,전환당,0,9,0,0,0,0.00,0.00,0.00
병원 진료 동선 이동 방향 유도 스티커 100x800mm 4세트,7369937880,84914438202,hana1644,1872088,0,전환,0,전환당,0,5050,0,0,0,0.00,0.00,0.00
스티커 병원 진료 이동 유도 바닥 스티커 병원 응급실 치료실 민원안내 접수 수납 화살표 위치 동선 표지 건물 관리 인포메이션,7369935372,84914435694,hana1644,1872088,0,전환,0,전환당,0,9,0,0,0,0.00,0.00,0.00
표지판 관리사무소 점심 근무 시간 표지판 팻말 아파트 상가 경비실 오픈클로즈 민원요청 운영 휴게 안내문,7368042914,84912543236,hana1644,1872088,0,전환,0,전환당,0,15,0,0,0,0.00,0.00,0.00
